id,title,body,category,priority
803,Errore applicativo: bug,Si verifica bug durante l'avvio.,Tecnico,media
804,Problema connessione,"Non si collega alla connessione, possibile timeout.",Tecnico,media
805,Schermo nero all'avvio del PC,Premendo il pulsante di accensione non compare alcuna schermata.,Tecnico,alta
806,Problema vpn,"Non si collega alla vpn, possibile timeout.",Tecnico,media
807,Problema proxy,"Non si collega alla proxy, possibile timeout.",Tecnico,media
808,Schermo nero all'avvio del PC,"Il monitor resta nero; nessun beep, nessun logo di avvio.",Tecnico,alta
809,Problema nella chiusura fiscale mensile,Nel gestionale sono ancora visibili i dati di fatturazione precedenti. È possibile verificare se l'aggiornamento è stato recepito?,Amministrazione,bassa
810,Errore durante stampare con stampante,Serve il setup di stampante sul PC assegnato,Tecnico,media
811,Schermo nero all'avvio del PC,Non si avvia il sistema: schermo nero e nessun segnale sul monitor.,Tecnico,alta
812,Problema rete,"Non si collega alla rete, possibile timeout.",Tecnico,media
813,Impossibile stampare su stampante,La stampante non risponde e non riusciamo a stampare.,Tecnico,media
814,PC non si accende,"All'accensione, il PC non parte: ventole ferme, nessuna luce.",Tecnico,alta
815,Tracking spedizione non aggiornato,Tempi di consegna superati per l'ordine materiale.,Commerciale,media
816,Errore applicativo: bug,Si verifica bug durante l'avvio.,Tecnico,media
817,Installazione stampante su postazione,Coda di stampa bloccata; necessità immediata di stampare.,Tecnico,media
818,Errore applicativo: applicativo gestionale,Si verifica applicativo gestionale durante l'avvio.,Tecnico,media
819,Problema nella chiusura fiscale mensile,Errore critico nella chiusura fiscale: impossibile completare la procedura,Amministrazione,bassa
820,Problema wifi,"Non si collega alla wifi, possibile timeout.",Tecnico,media
821,Errore applicativo: software gestionale,Si verifica software gestionale durante l'avvio.,Tecnico,media
822,Copia documento contabile,Nel gestionale sono ancora visibili i dati di fatturazione precedenti. È possibile verificare se l'aggiornamento è stato recepito? Urgente.,Amministrazione,media
823,Richiesta installazione stampante,Coda di stampa bloccata; necessità immediata di stampare.,Tecnico,media
824,Problema connessione,"Non si collega alla connessione, possibile timeout.",Tecnico,media
825,Problema rete,"Non si collega alla rete, possibile timeout.",Tecnico,media
826,stampante non risponde,Urgenza oggi: stampare fatture per scadenza fiscale; stampante non operativa,Tecnico,media
827,Problema timeout,"Non si collega alla timeout, possibile timeout.",Tecnico,media
828,Richiesta supporto su anagrafica,Errore critico nella chiusura fiscale: impossibile completare la procedura,Amministrazione,bassa
829,Schermo nero all'avvio del PC,Il PC non si accende; cavo e alimentazione già controllati.,Tecnico,alta
830,Schermo nero all'avvio del PC,Premendo il pulsante di accensione non compare alcuna schermata.,Tecnico,alta
831,PC non si accende,Il PC non si accende; cavo e alimentazione già controllati.,Tecnico,alta
832,Tracking spedizione non aggiornato,"Il merce ordinato non è ancora arrivato, nonostante la scadenza prevista.",Commerciale,media
833,Richiesta duplicato documento fiscale,Errore critico nella chiusura fiscale: impossibile completare la procedura,Amministrazione,bassa
834,Verifica aggiornamento dati anagrafici,Richiedo dettagli sulla procedura di dati di fatturazione.,Amministrazione,bassa
835,Problema wifi,"Non si collega alla wifi, possibile timeout.",Tecnico,media
836,Problema timeout,"Non si collega alla timeout, possibile timeout.",Tecnico,media
837,Problema vpn,"Non si collega alla vpn, possibile timeout.",Tecnico,media
838,Errore durante stampare con stampante,Urgenza oggi: stampare fatture per scadenza fiscale; stampante non operativa,Tecnico,media
839,Richiesta duplicato documento fiscale,Potete controllare se la modifica ai dati di fatturazione è stata applicata nel gestionale?,Amministrazione,bassa
840,Verifica aggiornamento dati anagrafici,Richiedo dettagli sulla procedura di nota spese.,Amministrazione,bassa
841,Richiesta listino aggiornato,Avrei bisogno di permessi aggiuntivi sul portale vendite per modificare le offerte,Commerciale,bassa
842,Schermo nero all'avvio del PC,"Il monitor resta nero; nessun beep, nessun logo di avvio.",Tecnico,alta
843,Dati di fatturazione non aggiornati,Richiedo duplicato fattura per reinvio al fornitore,Amministrazione,bassa
844,Il PC non dà segni di vita,"All'accensione, il PC non parte: ventole ferme, nessuna luce.",Tecnico,media
845,Copia documento contabile,Vorrei informazioni su nota spese.,Amministrazione,bassa
846,Prodotto non consegnato nei tempi previsti,Tempi di consegna superati per l'ordine attrezzatura.,Commerciale,media
847,Copia documento contabile,Vorrei informazioni su scadenza fiscale.,Amministrazione,bassa
848,Problema nella chiusura fiscale mensile,Potete controllare se la modifica ai dati di fatturazione è stata applicata nel gestionale?,Amministrazione,bassa
849,Dati di fatturazione non aggiornati,Avrei bisogno di ottenere una copia di un documento fiscale già emesso,Amministrazione,bassa
850,Dettagli per scadenza fiscale,Richiedo verifica aggiornamento dati di fatturazione nel gestionale: risultano ancora i precedenti.,Amministrazione,bassa
851,Richiesta duplicato documento fiscale,Vorrei informazioni su estratto conto.,Amministrazione,bassa
852,Errore applicativo: schermata blu,Si verifica schermata blu durante l'avvio.,Tecnico,media
853,Errore durante stampare con stampante,Dobbiamo stampare documenti; la stampante è inattiva.,Tecnico,media
854,Configurazione stampante sulla mia postazione,Avrei bisogno dell'installazione di stampante sulla mia postazione,Tecnico,media
855,Installazione stampante su postazione,Richiedo la configurazione di stampante per le nuove attività,Tecnico,media
856,Problema nella chiusura fiscale mensile,Vorrei informazioni su dati anagrafici.,Amministrazione,bassa
857,Errore durante la chiusura contabile,Errore critico nella chiusura fiscale: impossibile completare la procedura,Amministrazione,bassa
858,Richiesta duplicato documento fiscale,Vorrei informazioni su fattura.,Amministrazione,bassa
859,Informazioni su dati anagrafici,Richiedo verifica aggiornamento dati di fatturazione nel gestionale: risultano ancora i precedenti.,Amministrazione,bassa
860,Impossibile stampare su stampante,Avrei bisogno dell'installazione di stampante sulla mia postazione,Tecnico,media
861,Schermo nero all'avvio del PC,La postazione è bloccata: non si avvia e non appare alcuna schermata.,Tecnico,alta
862,Richiesta statistiche di vendita,Vorrei sapere se è disponibile statistiche di vendita.,Commerciale,bassa
863,Richiesta permessi aggiuntivi su portale vendite,La dashboard vendite riporta KPI non allineati ai dati del CRM.,Commerciale,media
864,Errore durante la chiusura contabile,Richiedo duplicato fattura per reinvio al fornitore,Amministrazione,bassa
865,Documenti di offerta,Richiesta abilitazione per gestire le condizioni economiche delle offerte nel CRM,Commerciale,bassa
866,Documenti di offerta,Richiedo un'offerta per dashboard vendite.,Commerciale,bassa
867,Problema connessione,"Non si collega alla connessione, possibile timeout.",Tecnico,media
868,Blocco stampa documenti fiscali,Coda di stampa bloccata; necessità immediata di stampare.,Tecnico,media
869,Problemi con la consegna dell'ordine,Ritardo nella consegna: il componentistica doveva arrivare la settimana scorsa.,Commerciale,media
870,Errore applicativo: bsod,Si verifica bsod durante l'avvio.,Tecnico,media
871,Dettagli per dati anagrafici,Richiedo dettagli sulla procedura di dati anagrafici.,Amministrazione,bassa
872,Prodotto non consegnato nei tempi previsti,"Il attrezzatura ordinato non è ancora arrivato, nonostante la scadenza prevista.",Commerciale,media
873,Installazione stampante su postazione,Richiedo la configurazione di stampante per le nuove attività,Tecnico,media
874,Urgenza stampare: stampante bloccato,Coda di stampa bloccata; necessità immediata di stampare.,Tecnico,media
875,Problema nella chiusura fiscale mensile,Richiedo dettagli sulla procedura di nota spese.,Amministrazione,bassa
876,Dati di fatturazione non aggiornati,Richiedo duplicato fattura per reinvio al fornitore,Amministrazione,bassa
877,Copia documento contabile,Errore critico nella chiusura fiscale: impossibile completare la procedura,Amministrazione,bassa
878,Configurazione stampante sulla mia postazione,Serve il setup di stampante sul PC assegnato,Tecnico,media
879,Impossibile stampare su stampante,Avrei bisogno dell'installazione di stampante sulla mia postazione,Tecnico,media
880,Dati di fatturazione non aggiornati,Errore critico nella chiusura fiscale: impossibile completare la procedura,Amministrazione,bassa
881,Richiesta duplicato documento fiscale,Richiedo duplicato fattura per reinvio al fornitore,Amministrazione,bassa
882,Problema rete,"Non si collega alla rete, possibile timeout.",Tecnico,media
883,La postazione non si avvia,Il computer della mia postazione non si accende più.,Tecnico,alta
884,stampante non risponde,Coda di stampa bloccata; necessità immediata di stampare.,Tecnico,media
885,Il computer non parte all'accensione,Il PC non si accende; cavo e alimentazione già controllati.,Tecnico,alta
886,Ritardo consegna,Il tracking della spedizione componentistica non risulta aggiornato da giorni.,Commerciale,media
887,Richiesta permessi aggiuntivi su portale vendite,Serve il listino aggiornato per una proposta commerciale,Commerciale,bassa
888,Mancata consegna attrezzatura,Tempi di consegna superati per l'ordine attrezzatura.,Commerciale,media
889,Richiesta kpi vendite,Il report vendite mostra valori incoerenti rispetto ai dati reali.,Commerciale,media
890,Installazione stampante su postazione,La stampante dell'ufficio amministrazione non risponde; dobbiamo stampare documenti contabili per scadenza fiscale,Tecnico,media
891,Report vendite non aggiornato,Richiedo un'offerta per kpi vendite.,Commerciale,media
892,Report vendite non aggiornato,Il report vendite mostra valori incoerenti rispetto ai dati reali.,Commerciale,media
893,Errore durante la chiusura contabile,Potete controllare se la modifica ai dati di fatturazione è stata applicata nel gestionale?,Amministrazione,bassa
894,Richiesta duplicato documento fiscale,Potete controllare se la modifica ai dati di fatturazione è stata applicata nel gestionale?,Amministrazione,bassa
895,Documenti di offerta,Richiesta preventivo per il cliente; necessità di ricevere i documenti,Commerciale,bassa
896,Informazioni su dati anagrafici,Non è urgente: chiarimenti su dati anagrafici. Urgente.,Amministrazione,media
897,Schermo nero all'avvio del PC,Il PC non si accende; cavo e alimentazione già controllati.,Tecnico,alta
898,Errore applicativo: schermata blu,Si verifica schermata blu durante l'avvio.,Tecnico,media
899,Blocco stampa documenti fiscali,Coda di stampa bloccata; necessità immediata di stampare.,Tecnico,media
900,Copia documento contabile,Errore critico nella chiusura fiscale: impossibile completare la procedura,Amministrazione,bassa
901,Richiesta supporto su scadenza fiscale,Durante la procedura di chiusura contabile mensile il sistema restituisce un errore e non permette di completare l'operazione,Amministrazione,bassa
902,Dettagli per fattura,Errore critico nella chiusura fiscale: impossibile completare la procedura,Amministrazione,bassa
903,Copia documento contabile,Richiedo duplicato fattura per reinvio al fornitore,Amministrazione,bassa
904,Errore applicativo: non si avvia,Si verifica non si avvia durante l'avvio.,Tecnico,media
905,Permessi per modificare condizioni economiche delle offerte,Vorrei sapere se è disponibile kpi vendite.,Commerciale,bassa
906,Problema nella chiusura fiscale mensile,Richiedo dettagli sulla procedura di estratto conto.,Amministrazione,bassa
907,Tracking spedizione non aggiornato,Ritardo nella consegna: il merce doveva arrivare la settimana scorsa.,Commerciale,media
908,Problema nella chiusura fiscale mensile,Durante la procedura di chiusura contabile mensile il sistema restituisce un errore e non permette di completare l'operazione,Amministrazione,bassa
909,Copia documento contabile,Nel gestionale sono ancora visibili i dati di fatturazione precedenti. È possibile verificare se l'aggiornamento è stato recepito?,Amministrazione,bassa
910,stampante non risponde,La stampante non risponde e non riusciamo a stampare.,Tecnico,media
911,Ritardo nella spedizione del ordine #12345,Il prodotto o servizio non è stato consegnato nei tempi previsti.,Commerciale,media
912,Errore durante la chiusura contabile,Potete controllare se la modifica ai dati di fatturazione è stata applicata nel gestionale?,Amministrazione,bassa
913,Informazioni su report vendite,Avrei bisogno di permessi aggiuntivi sul portale vendite per modificare le offerte,Commerciale,bassa
914,Report vendite non aggiornato,Il report vendite mostra valori incoerenti rispetto ai dati reali.,Commerciale,media
915,Errore durante la chiusura contabile,Richiedo duplicato fattura per reinvio al fornitore,Amministrazione,bassa
916,Anomalia statistiche di vendita,Il report vendite mostra valori incoerenti rispetto ai dati reali.,Commerciale,media
917,Errore applicativo: software gestionale,Si verifica software gestionale durante l'avvio.,Tecnico,media
918,Mancata consegna merce,Il corriere non ha ancora consegnato il merce come da accordi.,Commerciale,media
919,Dashboard vendite con valori incoerenti,Il report vendite mostra valori incoerenti rispetto ai dati reali.,Commerciale,media
920,Richiesta listino aggiornato,Le statistiche di vendita mostrate nel portale non sono aggiornate.,Commerciale,bassa
921,Informazioni su dati fatturazione,Vorrei informazioni su dati fatturazione.,Amministrazione,bassa
922,Ritardo nella spedizione del merce,"Il merce ordinato non è ancora arrivato, nonostante la scadenza prevista.",Commerciale,media
923,Urgenza stampare: stampante bloccato,Coda di stampa bloccata; necessità immediata di stampare.,Tecnico,media
924,Urgenza stampare: stampante bloccato,La stampante dell'ufficio amministrazione non risponde; dobbiamo stampare documenti contabili per scadenza fiscale,Tecnico,media
925,Problema nella chiusura fiscale mensile,Richiedo duplicato fattura per reinvio al fornitore,Amministrazione,bassa
926,Blocco stampa documenti fiscali,Richiedo la configurazione di stampante per le nuove attività,Tecnico,media
927,Impossibile stampare su stampante,Dobbiamo stampare documenti; la stampante è inattiva.,Tecnico,media
928,Verifica aggiornamento dati anagrafici,Errore critico nella chiusura fiscale: impossibile completare la procedura,Amministrazione,bassa
929,Blocco stampa documenti fiscali,Richiedo la configurazione di stampante per le nuove attività,Tecnico,media
930,Problema timeout,"Non si collega alla timeout, possibile timeout.",Tecnico,media
931,Verifica aggiornamento dati anagrafici,Potete controllare se la modifica ai dati di fatturazione è stata applicata nel gestionale?,Amministrazione,bassa
932,Configurazione stampante sulla mia postazione,La stampante non risponde e non riusciamo a stampare.,Tecnico,media
933,Problema nella chiusura fiscale mensile,Avrei bisogno di ottenere una copia di un documento fiscale già emesso,Amministrazione,bassa
934,Problema proxy,"Non si collega alla proxy, possibile timeout.",Tecnico,media
935,Problema vpn,"Non si collega alla vpn, possibile timeout.",Tecnico,media
936,Anomalia statistiche di vendita,Le statistiche di vendita mostrate nel portale non sono aggiornate.,Commerciale,bassa
937,Errore durante la chiusura contabile,Nel gestionale sono ancora visibili i dati di fatturazione precedenti. È possibile verificare se l'aggiornamento è stato recepito? Urgente.,Amministrazione,media
938,Problema nella chiusura fiscale mensile,Potete controllare se la modifica ai dati di fatturazione è stata applicata nel gestionale?,Amministrazione,bassa
939,Il computer non parte all'accensione,La postazione è bloccata: non si avvia e non appare alcuna schermata.,Tecnico,media
940,Problema nella chiusura fiscale mensile,Richiedo duplicato fattura per reinvio al fornitore,Amministrazione,bassa
941,Tracking spedizione non aggiornato,Il prodotto o servizio non è stato consegnato nei tempi previsti.,Commerciale,media
942,Richiesta duplicato documento fiscale,Nel gestionale sono ancora visibili i dati di fatturazione precedenti. È possibile verificare se l'aggiornamento è stato recepito?,Amministrazione,bassa
943,Permessi per modificare condizioni economiche delle offerte,Richiesta abilitazione per gestire le condizioni economiche delle offerte nel CRM,Commerciale,bassa
944,Mancata consegna merce,Il tracking della spedizione merce non risulta aggiornato da giorni.,Commerciale,media
945,Il PC non dà segni di vita,Il PC non si accende; cavo e alimentazione già controllati.,Tecnico,alta
946,Permessi per modificare condizioni economiche delle offerte,Richiesta preventivo per il cliente; necessità di ricevere i documenti,Commerciale,bassa
947,Richiesta kpi vendite,Avrei bisogno di permessi aggiuntivi sul portale vendite per modificare le offerte,Commerciale,bassa
948,Errore applicativo: applicativo gestionale,Si verifica applicativo gestionale durante l'avvio.,Tecnico,media
949,Problema vpn,"Non si collega alla vpn, possibile timeout.",Tecnico,media
950,stampante non risponde,La stampante non risponde e non riusciamo a stampare.,Tecnico,media
951,Informazioni su dati anagrafici,Potete controllare se la modifica ai dati di fatturazione è stata applicata nel gestionale?,Amministrazione,bassa
952,Informazioni su dati anagrafici,Richiedo duplicato fattura per reinvio al fornitore,Amministrazione,bassa
953,Prodotto non consegnato nei tempi previsti,"Il componentistica ordinato non è ancora arrivato, nonostante la scadenza prevista.",Commerciale,media
954,Richiesta listino,La dashboard vendite riporta KPI non allineati ai dati del CRM.,Commerciale,media
955,Dettagli per bonifico,Potete controllare se la modifica ai dati di fatturazione è stata applicata nel gestionale?,Amministrazione,bassa
956,Dettagli per bonifico,Richiedo dettagli sulla procedura di bonifico.,Amministrazione,bassa
957,Configurazione stampante sulla mia postazione,La stampante non risponde e non riusciamo a stampare.,Tecnico,media
958,Problema nella chiusura fiscale mensile,Nel gestionale sono ancora visibili i dati di fatturazione precedenti. È possibile verificare se l'aggiornamento è stato recepito?,Amministrazione,bassa
959,Dati di fatturazione non aggiornati,Vorrei informazioni su bonifico.,Amministrazione,bassa
960,Documenti di offerta,Richiedo un'offerta per kpi vendite.,Commerciale,bassa
961,Impossibile stampare su stampante,Serve il setup di stampante sul PC assegnato,Tecnico,media
962,Informazioni su iban,Richiedo duplicato fattura per reinvio al fornitore,Amministrazione,bassa
963,Problema timeout,"Non si collega alla timeout, possibile timeout.",Tecnico,media
964,Tracking spedizione non aggiornato,Il corriere non ha ancora consegnato il attrezzatura come da accordi.,Commerciale,media
965,Informazioni su preventivo,Richiesta abilitazione per gestire le condizioni economiche delle offerte nel CRM,Commerciale,bassa
966,PC non si accende,Premendo il pulsante di accensione non compare alcuna schermata.,Tecnico,alta
967,Impossibile stampare su stampante,La stampante dell'ufficio amministrazione non risponde; dobbiamo stampare documenti contabili per scadenza fiscale,Tecnico,media
968,Anomalia statistiche di vendita,Vorrei sapere se è disponibile dashboard vendite.,Commerciale,bassa
969,Richiesta duplicato documento fiscale,Richiedo dettagli sulla procedura di iban.,Amministrazione,bassa
970,Dati di fatturazione non aggiornati,Potete controllare se la modifica ai dati di fatturazione è stata applicata nel gestionale?,Amministrazione,bassa
971,La postazione non si avvia,"Il monitor resta nero; nessun beep, nessun logo di avvio.",Tecnico,media
972,Dati di fatturazione non aggiornati,Avrei bisogno di ottenere una copia di un documento fiscale già emesso,Amministrazione,bassa
973,Prodotto non consegnato nei tempi previsti,Ritardo nella consegna: il componentistica doveva arrivare la settimana scorsa.,Commerciale,media
974,Blocco stampa documenti fiscali,La stampante non risponde e non riusciamo a stampare.,Tecnico,media
975,Mancata consegna prodotto,Tempi di consegna superati per l'ordine prodotto.,Commerciale,media
976,Blocco stampa documenti fiscali,Richiedo la configurazione di stampante per le nuove attività,Tecnico,media
977,Problema timeout,"Non si collega alla timeout, possibile timeout.",Tecnico,media
978,Errore durante la chiusura contabile,Potete controllare se la modifica ai dati di fatturazione è stata applicata nel gestionale?,Amministrazione,bassa
979,Documenti di offerta,Richiesta preventivo per il cliente; necessità di ricevere i documenti,Commerciale,bassa
980,Impossibile stampare su stampante,Driver di stampa non installato; impossibile stampare.,Tecnico,media
981,Errore applicativo: software gestionale abc,Si verifica software gestionale abc durante l'avvio.,Tecnico,media
982,Dettagli per bonifico,Nel gestionale sono ancora visibili i dati di fatturazione precedenti. È possibile verificare se l'aggiornamento è stato recepito?,Amministrazione,bassa
983,Impossibile stampare su stampante,Urgenza oggi: stampare fatture per scadenza fiscale; stampante non operativa,Tecnico,media
984,Richiesta installazione stampante,Serve il setup di stampante sul PC assegnato,Tecnico,media
985,Richiesta listino,Serve il listino aggiornato per una proposta commerciale,Commerciale,bassa
986,Problema rete,"Non si collega alla rete, possibile timeout.",Tecnico,media
987,Errore applicativo: applicativo gestionale,Si verifica applicativo gestionale durante l'avvio.,Tecnico,media
988,Richiesta installazione stampante,Urgenza oggi: stampare fatture per scadenza fiscale; stampante non operativa,Tecnico,media
989,Anomalia statistiche di vendita,Serve il listino aggiornato per una proposta commerciale,Commerciale,bassa
990,Richiesta supporto su scadenza fiscale,Potete controllare se la modifica ai dati di fatturazione è stata applicata nel gestionale?,Amministrazione,bassa
991,Dettagli per iban,Errore critico nella chiusura fiscale: impossibile completare la procedura,Amministrazione,bassa
992,Il PC non dà segni di vita,Non si avvia il sistema: schermo nero e nessun segnale sul monitor.,Tecnico,alta
993,Richiesta installazione stampante,Richiedo la configurazione di stampante per le nuove attività,Tecnico,media
994,Problema proxy,"Non si collega alla proxy, possibile timeout.",Tecnico,media
995,Problema wifi,"Non si collega alla wifi, possibile timeout.",Tecnico,media
996,Copia documento contabile,Errore critico nella chiusura fiscale: impossibile completare la procedura,Amministrazione,bassa
997,Richiesta duplicato documento fiscale,Errore critico nella chiusura fiscale: impossibile completare la procedura,Amministrazione,bassa
998,Il computer non parte all'accensione,La postazione è bloccata: non si avvia e non appare alcuna schermata.,Tecnico,media
999,Impossibile stampare su stampante,Avrei bisogno dell'installazione di stampante sulla mia postazione,Tecnico,media
1000,PC non si accende,Premendo il pulsante di accensione non compare alcuna schermata.,Tecnico,alta
